Stnno,Year,Month,Day,Rainfall,Day mean wind,Solar Radioation ( MJm-2)
48650,2009,9,4,0.2,0.9,18.40
48650,2009,9,5,9.8,1.1,20.83
48650,2009,9,6,1.8,1.8,16.28
48650,2009,9,7,0.0,2.0,14.39
48650,2009,9,8,0.0,1.7,11.81
48650,2009,9,9,0.0,1.1,16.31
48650,2009,9,10,0.0,1.3,19.01
48650,2009,9,11,6.0,1.3,22.36
48650,2009,9,12,10.6,1.6,20.44
48650,2009,9,13,0.0,1.9,17.34
48650,2009,9,14,0.0,1.8,19.47
48650,2009,9,15,19.0,1.2,19.95
48650,2009,9,16,5.4,1.2,16.16
48650,2009,9,17,2.8,1.9,16.88
48650,2009,9,18,54.2,1.1,14.52
48650,2009,9,19,0.8,1.5,14.58
48650,2009,9,20,0.0,1.1,16.53
48650,2009,9,21,2.2,1.0,17.13
48650,2009,9,22,0.0,1.5,21.96
48650,2009,9,23,1.0,1.3,22.91
48650,2009,9,24,0.4,1.4,15.58
48650,2009,9,25,0.0,1.2,23.46
48650,2009,9,26,0.0,0.8,21.82
48650,2009,9,27,0.0,1.2,18.27
48650,2009,9,28,0.0,1.1,12.55
48650,2009,9,29,0.0,1.3,16.01
48650,2009,9,30,6.2,1.2,15.47
48650,2009,10,1,0.0,1.3,14.49
48650,2009,10,2,0.0,1.6,22.09
48650,2009,10,3,0.0,1.3,13.40
48650,2009,10,4,0.0,1.3,16.79
48650,2009,10,5,0.0,1.8,18.33
48650,2009,10,6,0.0,1.4,18.38
48650,2009,10,7,0.0,1.4,18.09
48650,2009,10,8,15.8,1.3,23.92
48650,2009,10,9,0.0,1.5,20.28
48650,2009,10,10,0.2,1.3,18.66
48650,2009,10,11,1.2,1.3,14.70
48650,2009,10,12,10.4,1.1,20.65
48650,2009,10,13,15.4,2.1,22.99
48650,2009,10,14,0.0,1.3,19.11
48650,2009,10,15,1.2,1.1,18.03
48650,2009,10,16,0.0,0.9,13.18
48650,2009,10,17,61.0,1.1,20.12
48650,2009,10,18,0.0,1.8,17.17
48650,2009,10,19,0.0,1.4,18.69
48650,2009,10,20,5.4,1.3,19.55
48650,2009,10,21,0.0,1.4,16.15
48650,2009,10,22,0.0,1.5,18.06
48650,2009,10,23,0.0,1.4,16.97
48650,2009,10,24,0.0,1.0,21.05
48650,2009,10,25,0.2,0.9,15.05
48650,2009,10,26,0.0,1.3,24.24
48650,2009,10,27,29.4,0.6,10.83
48650,2009,10,28,14.0,1.1,9.20
48650,2009,10,29,5.8,1.7,20.85
48650,2009,10,30,27.8,0.9,14.60
48650,2009,10,31,2.4,1.0,14.08
48650,2009,11,1,0.0,1.2,16.19
48650,2009,11,2,19.6,1.4,16.43
48650,2009,11,3,6.6,0.8,21.96
48650,2009,11,4,5.2,1.8,11.11
48650,2009,11,5,6.0,1.4,13.81
48650,2009,11,6,0.0,1.1,10.05
48650,2009,11,7,0.0,1.7,20.71
48650,2009,11,8,14.0,1.7,20.36
48650,2009,11,9,6.2,1.0,13.01
48650,2009,11,10,33.0,1.1,16.23
48650,2009,11,11,0.0,1.2,20.92
48650,2009,11,12,3.0,1.6,19.79
48650,2009,11,13,1.6,0.9,10.84
48650,2009,11,14,3.2,1.4,7.61
48650,2009,11,15,0.0,1.5,12.76
48650,2009,11,16,32.4,1.1,4.50
48650,2009,11,17,0.0,0.9,15.79
48650,2009,11,18,21.6,1.4,11.47
48650,2009,11,19,0.0,1.0,9.93
48650,2009,11,20,5.4,1.0,11.81
48650,2009,11,21,6.0,1.8,13.57
48650,2009,11,22,0.2,1.4,7.92
48650,2009,11,23,0.0,0.8,6.92
48650,2009,11,24,0.8,0.9,11.98
48650,2009,11,25,0.0,1.2,17.69
48650,2009,11,26,0.0,0.8,19.35
48650,2009,11,27,23.2,1.3,16.40
48650,2009,11,28,45.0,1.4,15.02
48650,2009,11,29,12.2,0.9,14.17
48650,2009,11,30,27.2,1.0,11.93
48650,2009,12,1,0.2,1.1,14.61
48650,2009,12,2,0.0,0.9,12.79
48650,2009,12,3,33.4,1.4,14.75
48650,2009,12,4,18.2,1.1,3.85
48650,2009,12,5,0.0,1.6,9.95
48650,2009,12,6,0.0,1.3,19.69
48650,2009,12,7,0.0,1.1,18.02
48650,2009,12,8,1.4,2.9,20.66
48650,2009,12,9,0.0,1.9,18.96
48650,2009,12,10,0.0,2.0,19.11
48650,2009,12,11,0.0,1.9,20.21
48650,2009,12,12,0.0,2.5,22.34
48650,2009,12,13,0.0,1.3,17.94
48650,2009,12,14,20.2,1.2,16.26
48650,2009,12,15,2.2,1.1,18.45
48650,2009,12,16,8.6,1.6,19.32
48650,2009,12,17,6.0,0.9,11.09
48650,2009,12,18,22.4,1.1,10.95
48650,2009,12,19,5.0,1.1,5.28
48650,2009,12,20,15.8,1.4,10.61
48650,2009,12,21,0.0,2.0,17.34
48650,2009,12,22,0.0,1.3,10.32
48650,2009,12,23,0.4,1.9,17.81
48650,2009,12,24,0.0,1.4,13.72
48650,2009,12,25,0.0,1.5,15.23
48650,2009,12,26,40.2,0.9,10.09
48650,2009,12,27,4.0,1.5,11.86
48650,2009,12,28,1.2,1.1,16.13
48650,2009,12,29,1.6,1.4,19.74
48650,2009,12,30,0.0,1.1,16.88
48650,2009,12,31,1.2,1.7,18.04
48650,2010,1,1,27.6,1.2,12.64
48650,2010,1,2,39.2,0.9,9.67
48650,2010,1,3,38.8,1.4,18.32
48650,2010,1,4,0.0,1.7,16.07
48650,2010,1,5,0.0,1.5,19.68
48650,2010,1,6,0.8,2.3,22.61
48650,2010,1,7,7.8,2.0,13.94
48650,2010,1,8,27.8,2.0,11.97
48650,2010,1,9,30.8,1.4,14.96
48650,2010,1,10,8.8,1.0,19.49
48650,2010,1,11,0.0,1.0,18.21
48650,2010,1,12,14.0,1.1,16.47
48650,2010,1,13,0.0,2.0,14.22
48650,2010,1,14,0.0,3.6,19.89
48650,2010,1,15,0.0,3.1,14.86
48650,2010,1,16,0.2,2.1,16.10
48650,2010,1,17,0.0,1.5,19.09
48650,2010,1,18,0.0,1.4,13.59
48650,2010,1,19,0.0,1.1,-1.11
48650,2010,1,20,1.2,0.9,-1.11
48650,2010,1,21,0.0,1.1,16.82
48650,2010,1,22,0.2,1.2,16.65
48650,2010,1,23,0.0,1.8,21.60
48650,2010,1,24,0.0,1.8,19.83
48650,2010,1,25,3.2,1.5,19.45
48650,2010,1,26,10.8,1.9,14.48
48650,2010,1,27,37.6,2.6,23.24
48650,2010,1,28,0.0,1.7,20.04
48650,2010,1,29,12.6,1.8,15.39
48650,2010,1,30,0.0,1.1,19.21
48650,2010,1,31,7.4,1.6,18.48
48650,2010,2,1,0.0,1.1,22.60
48650,2010,2,2,0.0,1.2,22.78
48650,2010,2,3,0.0,1.6,20.83
48650,2010,2,4,0.0,1.7,24.31
48650,2010,2,5,1.0,1.4,18.71
48650,2010,2,6,1.6,1.3,19.93
48650,2010,2,7,2.2,1.5,17.94
48650,2010,2,8,0.0,1.0,19.19
48650,2010,2,9,0.0,1.8,24.02
48650,2010,2,10,0.6,1.1,18.89
48650,2010,2,11,0.0,1.8,19.59
48650,2010,2,12,0.0,2.0,23.56
48650,2010,2,13,0.0,1.7,20.53
48650,2010,2,14,0.0,2.0,20.83
48650,2010,2,15,0.0,1.1,19.08
48650,2010,2,16,0.0,1.2,19.27
48650,2010,2,17,0.0,1.5,9.17
48650,2010,2,18,0.4,1.6,14.73
48650,2010,2,19,0.0,1.7,22.84
48650,2010,2,20,0.0,1.3,22.08
48650,2010,2,21,0.0,1.5,19.17
48650,2010,2,22,0.0,1.0,22.11
48650,2010,2,23,14.0,1.2,19.18
48650,2010,2,24,0.0,1.4,21.74
48650,2010,2,25,0.0,1.3,17.56
48650,2010,2,26,62.8,1.3,16.18
48650,2010,2,27,0.0,0.7,19.43
48650,2010,2,28,0.0,1.0,22.50
48650,2010,3,1,0.0,1.4,19.59
48650,2010,3,2,9.6,0.7,14.64
48650,2010,3,3,0.0,0.6,16.58
48650,2010,3,4,0.0,1.1,22.48
48650,2010,3,5,46.8,1.3,17.02
48650,2010,3,6,3.0,1.5,22.57
48650,2010,3,7,4.6,1.6,21.20
48650,2010,3,8,0.0,1.8,22.22
48650,2010,3,9,1.2,1.6,20.21
48650,2010,3,10,6.8,1.5,19.55
48650,2010,3,11,0.0,2.9,19.16
48650,2010,3,12,0.8,2.3,20.91
48650,2010,3,13,8.8,1.6,18.82
48650,2010,3,14,10.2,1.3,17.26
48650,2010,3,15,13.0,0.9,16.42
48650,2010,3,16,4.2,1.2,20.65
48650,2010,3,17,0.0,1.7,25.16
48650,2010,3,18,0.0,1.8,14.74
48650,2010,3,19,0.2,2.1,21.57
48650,2010,3,20,0.0,1.1,12.93
48650,2010,3,21,36.0,2.2,19.25
48650,2010,3,22,7.8,1.2,20.80
48650,2010,3,23,0.0,1.6,14.26
48650,2010,3,24,0.0,1.1,25.73
48650,2010,3,25,7.2,1.6,20.66
48650,2010,3,26,13.2,1.5,24.50
48650,2010,3,27,0.0,2.3,25.84
48650,2010,3,28,25.4,1.9,22.51
48650,2010,3,29,2.2,2.0,20.78
48650,2010,3,30,0.0,1.6,15.36
48650,2010,3,31,0.2,1.7,13.91
48650,2010,4,1,32.4,1.3,19.61
48650,2010,4,2,0.0,1.0,18.99
48650,2010,4,3,8.2,1.2,18.22
48650,2010,4,4,0.0,2.0,19.25
48650,2010,4,5,0.0,1.6,26.33
48650,2010,4,6,0.0,1.5,24.38
48650,2010,4,7,0.8,1.3,18.83
48650,2010,4,8,0.0,1.5,20.19
48650,2010,4,9,2.4,1.7,19.02
48650,2010,4,10,2.8,1.1,13.00
48650,2010,4,11,0.0,1.4,20.14
48650,2010,4,12,0.0,1.4,18.28
48650,2010,4,13,48.6,1.4,14.06
48650,2010,4,14,0.0,1.7,23.62
48650,2010,4,15,0.0,1.5,20.87
48650,2010,4,16,16.2,1.2,16.84
48650,2010,4,17,14.2,1.8,21.58
48650,2010,4,18,37.2,1.2,19.16
48650,2010,4,19,0.0,1.5,14.85
48650,2010,4,20,1.0,1.3,13.45
48650,2010,4,21,3.8,1.1,19.07
48650,2010,4,22,0.0,1.7,21.07
48650,2010,4,23,5.2,1.4,18.45
48650,2010,4,24,0.0,1.4,21.74
48650,2010,4,25,14.6,1.9,16.14
48650,2010,4,26,0.2,1.6,14.49
48650,2010,4,27,3.4,1.7,17.65
48650,2010,4,28,0.0,1.0,21.06
48650,2010,4,29,0.0,1.8,19.55
48650,2010,4,30,0.0,1.5,18.60
48650,2010,5,1,0.2,1.5,18.77
48650,2010,5,2,0.0,1.3,20.35
48650,2010,5,3,0.0,1.4,23.68
48650,2010,5,4,0.2,1.6,17.29
48650,2010,5,5,5.4,1.3,18.32
48650,2010,5,6,1.6,1.4,-1.11
48650,2010,5,7,0.0,1.7,20.30
48650,2010,5,8,17.4,1.7,17.38
48650,2010,5,9,9.6,1.1,5.43
48650,2010,5,10,8.8,1.6,17.03
48650,2010,5,11,18.4,1.4,14.44
48650,2010,5,12,0.0,1.3,14.29
48650,2010,5,13,0.2,1.3,15.65
48650,2010,5,14,0.0,1.3,17.93
48650,2010,5,15,0.0,1.7,14.68
48650,2010,5,16,14.0,2.4,23.11
48650,2010,5,17,0.0,1.3,17.41
48650,2010,5,18,27.6,2.6,15.76
48650,2010,5,19,0.0,1.1,-1.11
48650,2010,5,20,42.0,1.7,13.11
48650,2010,5,21,17.2,1.6,20.30
48650,2010,5,22,8.2,1.5,15.11
48650,2010,5,23,0.0,1.0,22.09
48650,2010,5,24,0.0,1.5,20.82
48650,2010,5,25,8.0,1.5,19.52
48650,2010,5,26,1.2,1.0,15.80
48650,2010,5,27,0.0,1.7,16.62
48650,2010,5,28,0.0,2.1,17.55
48650,2010,5,29,0.8,1.9,16.16
48650,2010,5,30,1.2,1.9,20.14
48650,2010,5,31,1.8,1.6,15.48
48650,2010,6,1,0.0,1.7,13.81
48650,2010,6,2,0.0,0.9,19.52
48650,2010,6,3,39.0,1.4,21.16
48650,2010,6,4,0.4,1.5,18.02
48650,2010,6,5,12.8,1.7,17.38
48650,2010,6,6,0.0,1.1,20.49
48650,2010,6,7,0.4,1.6,15.45
48650,2010,6,8,0.0,1.2,13.21
48650,2010,6,9,1.8,2.3,14.36
48650,2010,6,10,0.0,1.8,17.12
48650,2010,6,11,10.4,1.6,16.18
48650,2010,6,12,1.0,1.2,14.12
48650,2010,6,13,0.0,1.8,19.87
48650,2010,6,14,3.6,2.2,18.24
48650,2010,6,15,0.0,1.3,18.94
48650,2010,6,16,0.0,2.0,11.87
48650,2010,6,17,1.2,1.3,17.16
48650,2010,6,18,0.0,1.2,13.77
48650,2010,6,19,0.0,1.4,18.84
48650,2010,6,20,0.0,1.6,18.12
48650,2010,6,21,5.0,1.8,10.75
48650,2010,6,22,5.4,1.5,10.64
48650,2010,6,23,0.0,2.1,10.38
48650,2010,6,24,0.8,2.1,17.46
48650,2010,6,25,5.8,2.1,10.40
48650,2010,6,26,33.0,1.7,23.25
48650,2010,6,27,0.0,1.6,20.16
48650,2010,6,28,0.0,1.3,20.92
48650,2010,6,29,4.8,1.8,14.84
48650,2010,6,30,10.4,2.0,18.65
48650,2010,7,1,72.2,1.7,19.26
48650,2010,7,2,2.4,1.7,21.07
48650,2010,7,3,0.4,1.1,10.14
48650,2010,7,4,8.2,1.7,7.35
48650,2010,7,5,0.0,1.7,19.69
48650,2010,7,6,0.0,2.3,15.34
48650,2010,7,7,3.2,2.0,9.74
48650,2010,7,8,1.6,1.0,17.12
48650,2010,7,9,0.0,1.4,14.65
48650,2010,7,10,0.0,1.4,16.72
48650,2010,7,11,0.0,1.4,19.08
48650,2010,7,12,0.0,1.2,15.82
48650,2010,7,13,0.0,0.9,19.95
48650,2010,7,14,5.6,0.5,12.61
48650,2010,7,15,6.2,1.2,17.93
48650,2010,7,16,13.8,1.3,20.24
48650,2010,7,17,0.0,1.9,17.44
48650,2010,7,18,32.8,1.9,5.69
48650,2010,7,19,0.0,1.3,14.70
48650,2010,7,20,0.8,1.9,16.70
48650,2010,7,21,0.0,1.5,19.71
48650,2010,7,22,0.0,2.2,13.32
48650,2010,7,23,0.0,0.9,20.32
48650,2010,7,24,0.0,1.3,16.74
48650,2010,7,25,4.6,2.1,16.60
48650,2010,7,26,0.2,1.5,15.43
48650,2010,7,27,0.0,1.3,17.13
48650,2010,7,28,0.0,2.3,13.66
48650,2010,7,29,0.0,1.6,23.50
48650,2010,7,30,0.0,2.5,17.91
48650,2010,7,31,5.4,2.5,19.31
48650,2010,8,1,0.2,2.4,11.87
48650,2010,8,2,0.0,2.6,21.67
48650,2010,8,3,31.4,1.4,19.83
48650,2010,8,4,0.0,2.1,21.39
48650,2010,8,5,0.0,1.4,12.30
48650,2010,8,6,0.0,1.4,14.91
48650,2010,8,7,0.0,1.5,8.79
48650,2010,8,8,20.4,1.5,14.86
48650,2010,8,9,0.2,1.4,19.17
48650,2010,8,10,0.0,1.9,16.77
48650,2010,8,11,0.0,2.5,17.40
48650,2010,8,12,0.0,2.9,22.94
48650,2010,8,13,4.2,1.7,13.16
48650,2010,8,14,0.6,1.4,15.80
48650,2010,8,15,3.8,1.1,16.48
48650,2010,8,16,59.4,2.1,16.46
48650,2010,8,17,7.2,2.0,15.50
48650,2010,8,18,4.4,1.5,21.68
48650,2010,8,19,19.6,2.3,17.93
48650,2010,8,20,0.0,2.8,13.57
48650,2010,8,21,0.0,1.8,19.34
48650,2010,8,22,19.2,0.9,18.67
48650,2010,8,23,0.0,1.1,12.32
48650,2010,8,24,0.0,2.6,22.43
48650,2010,8,25,0.0,3.0,21.89
48650,2010,8,26,0.0,1.6,21.02
48650,2010,8,27,76.6,1.2,15.29
48650,2010,8,28,2.8,1.8,18.68
48650,2010,8,29,0.0,2.8,22.08
48650,2010,8,30,0.4,2.5,23.10
48650,2010,8,31,0.0,1.8,22.35
48650,2010,9,1,1.2,2.1,21.39
48650,2010,9,2,20.8,2.1,24.04
48650,2010,9,3,2.0,1.8,25.35
48650,2010,9,4,0.0,1.4,17.04
48650,2010,9,5,0.0,1.6,9.54
48650,2010,9,6,13.8,1.3,8.51
48650,2010,9,7,0.0,1.2,19.53
48650,2010,9,8,0.8,2.2,13.94
48650,2010,9,9,11.2,1.3,19.70
48650,2010,9,10,0.0,1.1,12.65
48650,2010,9,11,0.0,1.3,24.20
48650,2010,9,12,78.8,1.5,22.54
48650,2010,9,13,0.6,2.0,24.34
48650,2010,9,14,0.0,1.4,20.11
48650,2010,9,15,1.8,1.3,15.82
48650,2010,9,16,37.6,1.3,24.91
48650,2010,9,17,14.2,1.3,7.80
48650,2010,9,18,0.0,1.3,23.02
48650,2010,9,19,0.0,1.6,20.35
48650,2010,9,20,0.0,1.3,15.28
48650,2010,9,21,0.2,1.7,19.03
48650,2010,9,22,43.2,1.4,13.54
48650,2010,9,23,1.2,1.4,16.69
48650,2010,9,24,2.2,2.1,15.87
48650,2010,9,25,0.4,1.4,15.45
48650,2010,9,26,2.0,1.8,18.79
48650,2010,9,27,11.4,1.9,20.98
48650,2010,9,28,0.0,1.3,18.93
48650,2010,9,29,0.0,1.4,16.82
48650,2010,9,30,0.0,1.1,12.47
48650,2010,10,1,0.2,1.3,12.81
48650,2010,10,2,14.0,1.2,16.35
48650,2010,10,3,2.0,1.6,20.04
48650,2010,10,4,17.0,2.2,22.94
48650,2010,10,5,2.2,2.2,12.94
48650,2010,10,6,0.0,1.5,24.83
48650,2010,10,7,0.0,0.5,11.41
48650,2010,10,8,0.2,1.2,14.94
48650,2010,10,9,0.0,2.0,22.45
48650,2010,10,10,0.0,0.9,12.45
48650,2010,10,11,0.0,1.6,21.60
48650,2010,10,12,0.0,1.5,22.01
48650,2010,10,13,0.0,1.4,19.50
48650,2010,10,14,0.6,1.3,12.20
48650,2010,10,15,0.0,1.4,20.37
48650,2010,10,16,0.0,1.4,18.38
48650,2010,10,17,2.6,1.4,21.33
48650,2010,10,18,0.0,1.4,19.75
48650,2010,10,19,0.0,1.4,20.25
48650,2010,10,20,0.8,1.2,13.83
48650,2010,10,21,0.0,1.3,15.36
48650,2010,10,22,0.0,1.8,15.65
48650,2010,10,23,5.0,1.6,11.27
48650,2010,10,24,12.2,1.5,8.42
48650,2010,10,25,17.2,1.6,10.44
48650,2010,10,26,40.0,1.4,14.26
48650,2010,10,27,0.8,1.7,7.69
48650,2010,10,28,0.4,1.7,22.69
48650,2010,10,29,28.4,2.2,18.23
48650,2010,10,30,10.8,2.3,11.18
48650,2010,10,31,0.0,2.5,18.65
48650,2010,11,1,10.2,2.7,13.27
48650,2010,11,2,0.2,1.0,18.17
48650,2010,11,3,0.0,1.5,22.66
48650,2010,11,4,0.0,1.3,15.00
48650,2010,11,5,0.2,1.2,21.95
48650,2010,11,6,12.8,2.3,19.18
48650,2010,11,7,0.0,1.9,14.24
48650,2010,11,8,0.6,2.2,15.85
48650,2010,11,9,2.2,1.7,20.59
48650,2010,11,10,0.0,1.4,19.23
48650,2010,11,11,35.8,1.5,8.38
48650,2010,11,12,3.8,2.0,8.71
48650,2010,11,13,0.4,2.1,19.27
48650,2010,11,14,2.0,2.3,15.38
48650,2010,11,15,17.2,1.3,14.37
48650,2010,11,16,17.8,1.2,17.26
48650,2010,11,17,3.4,1.4,12.22
48650,2010,11,18,0.0,1.3,24.31
48650,2010,11,19,53.2,1.4,22.50
48650,2010,11,20,16.2,0.9,21.50
48650,2010,11,21,0.0,0.5,24.64
48650,2010,11,22,0.2,1.0,16.68
48650,2010,11,23,0.6,0.8,16.93
48650,2010,11,24,1.4,1.0,22.12
48650,2010,11,25,20.2,2.1,14.08
48650,2010,11,26,0.0,1.7,15.68
48650,2010,11,27,0.0,1.6,22.92
48650,2010,11,28,0.6,1.9,12.91
48650,2010,11,29,45.4,1.1,11.13
48650,2010,11,30,4.0,1.4,16.95
48650,2010,12,1,0.0,1.3,19.08
48650,2010,12,2,0.0,1.9,17.62
48650,2010,12,3,0.0,1.9,17.77
48650,2010,12,4,3.0,1.0,5.37
48650,2010,12,5,0.0,1.6,17.64
48650,2010,12,6,13.2,1.5,10.59
48650,2010,12,7,0.0,1.8,16.99
48650,2010,12,8,7.2,1.8,16.06
48650,2010,12,9,0.2,0.9,5.67
48650,2010,12,10,0.2,1.8,17.08
48650,2010,12,11,0.0,2.3,18.47
48650,2010,12,12,0.0,2.0,21.45
48650,2010,12,13,0.0,1.5,13.13
48650,2010,12,14,0.0,1.5,9.54
48650,2010,12,15,1.2,1.6,16.26
48650,2010,12,16,0.6,2.3,11.36
48650,2010,12,17,24.6,2.2,8.74
48650,2010,12,18,0.0,1.5,13.71
48650,2010,12,19,0.0,1.2,10.48
48650,2010,12,20,25.4,1.5,7.62
48650,2010,12,21,0.0,1.7,16.94
48650,2010,12,22,29.0,1.7,15.33
48650,2010,12,23,0.4,0.9,13.26
48650,2010,12,24,0.0,1.5,12.62
48650,2010,12,25,0.0,1.3,15.55
48650,2010,12,26,16.2,1.7,13.91
48650,2010,12,27,0.0,1.3,13.63
48650,2010,12,28,0.0,1.8,10.10
48650,2010,12,29,26.4,1.3,13.07
48650,2010,12,30,0.0,1.4,7.82
48650,2010,12,31,0.0,1.6,16.98
48650,2011,1,1,0.0,2.5,16.51
48650,2011,1,2,0.0,1.9,13.48
48650,2011,1,3,0.0,1.7,12.29
48650,2011,1,4,37.2,1.8,22.20
48650,2011,1,5,3.6,2.1,15.85
48650,2011,1,6,0.2,1.4,7.29
48650,2011,1,7,0.0,1.1,7.15
48650,2011,1,8,0.0,1.6,12.56
48650,2011,1,9,0.0,1.4,14.35
48650,2011,1,10,12.0,1.4,8.28
48650,2011,1,11,0.6,1.3,13.40
48650,2011,1,12,0.6,2.1,19.12
48650,2011,1,13,7.8,2.0,13.85
48650,2011,1,14,0.0,1.1,13.94
48650,2011,1,15,0.0,1.5,14.20
48650,2011,1,16,1.8,1.6,7.23
48650,2011,1,17,0.0,1.7,14.21
48650,2011,1,18,0.0,1.6,14.00
48650,2011,1,19,0.0,1.7,21.35
48650,2011,1,20,0.0,1.3,18.95
48650,2011,1,21,0.0,1.7,17.70
48650,2011,1,22,0.0,1.4,16.10
48650,2011,1,23,0.4,1.3,16.54
48650,2011,1,24,5.6,1.6,17.16
48650,2011,1,25,0.0,2.2,16.80
48650,2011,1,26,0.2,2.3,5.77
48650,2011,1,27,0.4,3.3,10.92
48650,2011,1,28,0.6,2.6,9.26
48650,2011,1,29,7.2,0.7,11.06
48650,2011,1,30,55.4,0.0,1.06
48650,2011,1,31,0.2,2.8,7.87
48650,2011,2,1,0.0,2.7,18.08
48650,2011,2,2,0.0,1.9,22.14
48650,2011,2,3,0.0,1.1,16.35
48650,2011,2,4,0.0,0.6,20.42
48650,2011,2,5,0.0,1.1,20.82
48650,2011,2,6,0.0,1.2,18.72
48650,2011,2,7,0.0,1.1,17.12
48650,2011,2,8,0.0,1.0,20.42
48650,2011,2,9,0.0,0.9,17.10
48650,2011,2,10,0.0,0.9,-1.11
48650,2011,2,11,0.0,1.0,21.88
48650,2011,2,12,0.0,0.8,16.73
48650,2011,2,13,0.2,1.1,19.87
48650,2011,2,14,0.0,1.8,21.71
48650,2011,2,15,0.0,2.2,19.22
48650,2011,2,16,0.0,1.9,17.57
48650,2011,2,17,12.6,1.4,20.49
48650,2011,2,18,0.0,0.8,12.89
48650,2011,2,19,14.2,0.6,18.18
48650,2011,2,20,0.2,0.5,13.41
48650,2011,2,21,0.0,1.1,18.64
48650,2011,2,22,0.0,1.2,22.11
48650,2011,2,23,0.0,1.1,15.64
48650,2011,2,24,0.0,2.3,20.60
48650,2011,2,25,0.0,1.4,18.47
48650,2011,2,26,0.0,1.4,21.33
48650,2011,2,27,33.2,1.0,19.23
48650,2011,2,28,0.0,0.7,19.13
48650,2011,3,1,0.2,1.0,15.27
48650,2011,3,2,35.2,0.7,18.77
48650,2011,3,3,2.0,1.1,16.77
48650,2011,3,4,0.0,0.7,17.56
48650,2011,3,5,0.0,0.9,21.84
48650,2011,3,6,0.0,0.2,13.65
48650,2011,3,7,0.2,0.7,17.92
48650,2011,3,8,0.0,1.4,-1.11
48650,2011,3,9,20.0,0.5,12.58
48650,2011,3,10,0.0,1.2,11.22
48650,2011,3,11,6.0,1.3,3.01
48650,2011,3,12,23.0,0.9,15.37
48650,2011,3,13,0.0,1.0,19.01
48650,2011,3,14,26.4,1.3,16.25
48650,2011,3,15,2.4,0.6,-1.11
48650,2011,3,16,0.0,0.7,19.70
48650,2011,3,17,0.0,0.7,15.42
48650,2011,3,18,7.2,1.2,11.28
48650,2011,3,19,0.0,1.8,10.05
48650,2011,3,20,1.8,1.5,11.90
48650,2011,3,21,24.6,1.5,12.87
48650,2011,3,22,0.4,2.1,10.71
48650,2011,3,23,5.8,2.3,18.44
48650,2011,3,24,0.8,2.2,21.23
48650,2011,3,25,2.2,2.4,23.95
48650,2011,3,26,0.0,1.9,23.10
48650,2011,3,27,0.0,1.8,20.97
48650,2011,3,28,0.0,2.6,23.44
48650,2011,3,29,24.0,1.9,19.49
48650,2011,3,30,0.0,2.2,24.31
48650,2011,3,31,0.0,2.0,18.27
48650,2011,4,1,2.0,1.6,16.74
48650,2011,4,2,0.0,1.3,15.73
48650,2011,4,3,10.4,1.8,20.17
48650,2011,4,4,0.0,1.7,22.63
48650,2011,4,5,0.0,1.9,19.90
48650,2011,4,6,0.2,2.3,14.34
48650,2011,4,7,38.8,1.9,-1.11
48650,2011,4,8,0.0,1.9,17.66
48650,2011,4,9,0.2,2.0,16.18
48650,2011,4,10,0.0,1.7,12.64
48650,2011,4,11,8.8,1.7,16.77
48650,2011,4,12,0.6,2.4,22.89
48650,2011,4,13,5.2,1.4,13.25
48650,2011,4,14,0.0,2.0,17.63
48650,2011,4,15,0.0,2.1,18.18
48650,2011,4,16,5.6,2.0,10.95
48650,2011,4,17,1.8,1.9,25.15
48650,2011,4,18,0.2,2.0,-1.11
48650,2011,4,19,0.0,2.2,-1.11
48650,2011,4,20,5.6,2.0,17.36
48650,2011,4,21,0.0,2.5,24.37
48650,2011,4,22,0.0,1.9,16.75
48650,2011,4,23,0.0,2.0,21.70
48650,2011,4,24,0.0,2.2,18.47
48650,2011,4,25,0.6,1.2,11.06
48650,2011,4,26,14.4,1.6,22.34
48650,2011,4,27,7.0,2.4,19.98
48650,2011,4,28,2.0,1.5,-1.11
48650,2011,4,29,1.6,2.1,-1.11
48650,2011,4,30,2.2,1.7,-1.11
48650,2011,5,1,3.0,2.0,-1.11
48650,2011,5,2,0.0,-1.1,-1.11
48650,2011,5,3,0.0,-1.1,-1.11
48650,2011,5,4,0.0,-1.1,-1.11
48650,2011,5,5,0.0,-1.1,-1.11
48650,2011,5,6,0.0,1.9,21.11
48650,2011,5,7,0.0,1.6,21.08
48650,2011,5,8,0.0,1.7,23.63
48650,2011,5,9,0.0,1.6,23.08
48650,2011,5,10,0.0,1.2,16.87
48650,2011,5,11,0.0,1.3,14.59
48650,2011,5,12,1.2,1.6,10.65
48650,2011,5,13,0.0,1.6,23.53
48650,2011,5,14,0.0,2.0,18.78
48650,2011,5,15,0.0,1.8,17.37
48650,2011,5,16,0.0,1.9,12.98
48650,2011,5,17,4.6,2.1,20.01
48650,2011,5,18,6.0,1.6,16.19
48650,2011,5,19,1.6,2.3,17.19
48650,2011,5,20,0.4,1.9,17.90
48650,2011,5,21,0.2,1.9,19.26
48650,2011,5,22,0.0,1.9,21.22
48650,2011,5,23,0.0,1.4,18.78
48650,2011,5,24,0.0,2.1,18.79
48650,2011,5,25,5.6,1.6,11.57
48650,2011,5,26,0.0,1.6,14.04
48650,2011,5,27,3.2,2.1,19.35
48650,2011,5,28,0.0,1.6,10.22
48650,2011,5,29,0.0,1.8,22.32
